西安博耀星辉企业管理咨询有限公司,西安博耀星辉企业管理咨询有限公司,,5,送餐员/外卖骑手,7709-9905元/月,工厂夜班不如外卖送餐,话补 包住 交通补助 加班补助 高温补贴 距离补贴 大额补贴,招34人 学历不限 经验不限,可接收应届生,西安 - 大兴新区 - 丰禾路 西安大兴新区红庙坡街道丰禾路12号八水洋房 查看地图,工作内容：
职位要求：不收取任何手续费用、押金等，工资按时发放不会拖欠！
公司提供车辆、住宿。
【面试通过当天可办理入职，第二天上班】
【招聘条件】
1、18周岁-50周岁，品行端正，
2、有无经验均可，要求会骑电动车，会使用智能手机，配送范围三公里，公司配有精确导航，不怕找不到路。
3、薪资待遇，每天30到70单+6-8元/单+恶略天气补助+冬季补助=月薪 6000-13000左右.（多劳多得，接单越多提成越高，五星好评，另有平台大额单，远距离单补助)
公司会定期组织员工团建，过节过生日公司会安排对员工关怀送礼品，定期评选优秀员工，跑单王等多项现金奖励，表现突出者有机会晋升为公司管理层，保证公平透明公证的原则进行评选，只要你肯干肯努力加入我们不管学历都会给你展现自我的平台，体现自身价值，找到属于你的自信
公司派单，单量充足…（配送范围3公里之内，新人入职有老员工带。只要愿意干、只要肯吃苦、肯定让你挣到钱）
正常干 5000元左右
稍微努力 6000元左右
使劲干 8000以上不封顶
【任职资格】
1、有无经验均可，只要你会骑电动车，会用智能手机（我们只看你是否有意愿）
2、学历不是你的硬指标（我们只看能力，只认付出）
3、有良好的服务意识、综合素质（相信自己！）
4、能吃苦耐劳、有强烈的企图心（目标需要靠自己的付出去实现）
赶快来吧！我们一起干！努力就有机会，拼搏定能成功！
工作时间：9:00-14:00 17:00-21:00（其他时间自由休息，或自由加班，加班另有加班补助）
【工作内容】
根据订单地址把外卖准时完好的送达客户手中，工作轻松、上手快，所有入职新员工公司会派专人进行培训！
【其他】
吃饭一骑手在站点合作商家吃饭有半价优惠或打5-7折，花的少，吃得饱
住宿一一站点为骑手提供宿舍，当天入住，基础设施齐全
车辆一骑手可自带车辆，或公司提供的车辆，同时有车补
工作地址:根据骑手个人意愿就近择优安排
面试通过立即安排住宿上岗，欢迎有挣钱欲望的小伙伴加入。
工作时间：
西安博耀星辉企业管理咨询有限公司,西安博耀星辉企业管理咨询有限公司,,2,送餐员/外卖骑手,6501-11012元/月,雁塔区送餐员包车管住,话补 包住 交通补助 加班补助 高温补贴 距离补贴 大额补贴,招25人 学历不限 经验不限,可接收应届生,西安 - 雁塔 - 电子正街 西安雁塔电子东街2号万国花园 查看地图,提供宿舍，提供车辆，工作时间自由
招聘职位招送餐员，面试通过当天办理入职，次日即可上
岗。
工作亮点系统自动派单，根据入职时间，优先安排单量多的
站点。多劳多得，午晚高峰正常跑7500+。工作地点全西安就近安排站点。
工作时间10:00-14:0017:00-21:00，月休假4天，可
调休，可请假、多劳多得、时间自由分配。
工资待遇:底薪2800-3500，平均每天50单，每单6-8
元，单量提成+福利津贴(距离补贴、夜班补贴、高温补贴
及暖冬补贴等)+奖。
福利待遇:公司提供车，提供住宿，入职办理保险。
岗位职责:负责以站点为中心3公里以内的餐食订单配送
不会有老骑手教。任职资格:
1.年龄18-50岁，男女不限，学历不限。
2.身体健康，没有犯罪记录。
3.会骑电动车、熟练使用手机APP软件
